,Dates,Future,Current Future,Next Future,Next Future current val,Number of contracts,Contract Value
0,2000-01-03,SPH00 index,1466.8,1466.8,1485.7,2.727024815925825,1000000
1,2000-01-04,SPH00 index,1411.8,1411.8,1430.0,2.727024815925825,962503.4087810199
2,2000-01-05,SPH00 index,1413.5,1413.5,1431.8,2.727024815925825,963662.3943277883
3,2000-01-06,SPH00 index,1404.0,1404.0,1422.1,2.727024815925825,957185.7103899645
4,2000-01-07,SPH00 index,1460.5,1460.5,1479.3,2.727024815925825,995704.9359149168
5,2000-01-10,SPH00 index,1475.0,1475.0,1493.8,2.727024815925825,1005590.4008726479
6,2000-01-11,SPH00 index,1454.3,1454.3,1472.9,2.727024815925825,991478.0474502317
7,2000-01-12,SPH00 index,1442.0,1442.0,1460.6,2.727024815925825,983092.4461412599
8,2000-01-13,SPH00 index,1458.5,1458.5,1460.6,2.727024815925825,994341.4235069539
9,2000-01-14,SPH00 index,1478.0,1478.0,1497.1,2.727024815925825,1007635.6694845923
10,2000-01-18,SPH00 index,1469.5,1469.5,1488.4,2.727024815925825,1001840.7417507499
11,2000-01-19,SPH00 index,1472.5,1472.5,1491.5,2.727024815925825,1003886.0103626943
12,2000-01-20,SPH00 index,1457.0,1457.0,1476.0,2.727024815925825,993318.7892009816
13,2000-01-21,SPH00 index,1453.7,1453.7,1472.6,2.727024815925825,991068.9937278429
14,2000-01-24,SPH00 index,1411.8,1411.8,1430.3,2.727024815925825,962503.4087810199
15,2000-01-25,SPH00 index,1418.6,1418.6,1437.2,2.727024815925825,967139.3509680937
16,2000-01-26,SPH00 index,1415.4,1415.4,1434.0,2.727024815925825,964957.7311153531
17,2000-01-27,SPH00 index,1409.8,1409.8,1428.3,2.727024815925825,961139.8963730569
18,2000-01-28,SPH00 index,1366.5,1366.5,1384.3,2.727024815925825,931619.8527406598
19,2000-01-31,SPH00 index,1401.0,1401.0,1419.4,2.727024815925825,955140.4417780201
20,2000-02-01,SPH00 index,1416.8,1416.8,1435.3,2.727024815925825,965912.1898009271
21,2000-02-02,SPH00 index,1415.5,1415.5,1434.1,2.727024815925825,965025.9067357513
22,2000-02-03,SPH00 index,1436.4,1436.4,1455.2,2.727024815925825,979274.6113989637
23,2000-02-04,SPH00 index,1431.5,1431.5,1450.3,2.727024815925825,975934.0059994546
24,2000-02-07,SPH00 index,1427.3,1427.3,1446.1,2.727024815925825,973070.6299427324
25,2000-02-08,SPH00 index,1446.2,1446.2,1465.2,2.727024815925825,985955.822197982
26,2000-02-09,SPH00 index,1418.3,1418.3,1437.0,2.727024815925825,966934.8241068993
27,2000-02-10,SPH00 index,1419.2,1419.2,1438.0,2.727024815925825,967548.4046904827
28,2000-02-11,SPH00 index,1396.8,1396.8,1415.2,2.727024815925825,952277.065721298
29,2000-02-14,SPH00 index,1398.7,1398.7,1417.1,2.727024815925825,953572.4025088629
30,2000-02-15,SPH00 index,1410.0,1410.0,1428.6,2.727024815925825,961276.2476138532
31,2000-02-16,SPH00 index,1392.8,1392.8,1411.0,2.727024815925825,949550.0409053721
32,2000-02-17,SPH00 index,1385.5,1385.5,1403.6,2.727024815925825,944573.2206163076
33,2000-02-18,SPH00 index,1353.3,1353.3,1371.1,2.727024815925825,922620.6708481046
34,2000-02-21,SPH00 index,1356.5,1356.5,1371.1,2.727024815925825,924802.2907008453
35,2000-02-22,SPH00 index,1349.0,1349.0,1366.8,2.727024815925825,919689.1191709845
36,2000-02-23,SPH00 index,1365.2,1365.2,1383.2,2.727024815925825,930733.569675484
37,2000-02-24,SPH00 index,1355.3,1355.3,1373.2,2.727024815925825,923984.1832560676
38,2000-02-25,SPH00 index,1338.1,1338.1,1355.8,2.727024815925825,912257.9765475865
39,2000-02-28,SPH00 index,1347.7,1347.7,1365.5,2.727024815925825,918802.8361058085
40,2000-02-29,SPH00 index,1372.0,1372.0,1390.1,2.727024815925825,935369.511862558
41,2000-03-01,SPH00 index,1385.0,1385.0,1403.1,2.727024815925825,944232.3425143169
42,2000-03-02,SPH00 index,1384.9,1384.9,1403.1,2.727024815925825,944164.1668939188
43,2000-03-03,SPH00 index,1410.7,1410.7,1429.3,2.727024815925825,961753.4769566403
44,2000-03-06,SPH00 index,1395.0,1395.0,1413.7,2.727024815925825,951049.9045541314
45,2000-03-07,SPH00 index,1351.8,1351.8,1370.2,2.727024815925825,921598.0365421325
46,2000-03-08,SPH00 index,1366.2,1366.2,1384.1,2.727024815925825,931415.3258794656
47,2000-03-09,SPH00 index,1404.2,1404.2,1422.5,2.727024815925825,957322.0616307608
48,2000-03-10,SPH00 index,1399.6,1399.6,1417.8,2.727024815925825,954185.983092446
49,2000-03-13,SPH00 index,1383.4,1383.4,1401.5,2.727024815925825,943141.5325879466
50,2000-03-14,SPH00 index,1362.2,1380.0,1380.0,2.727024815925825,928688.3010635397
51,2000-03-15,SPM00 index,1413.2,1413.2,1432.6,2.69185014801026,951030.6572920249
52,2000-03-16,SPM00 index,1478.0,1478.0,1498.5,2.69185014801026,994638.629689791
53,2000-03-17,SPM00 index,1489.0,1489.0,1509.4,2.69185014801026,1002041.2175968194
54,2000-03-20,SPM00 index,1478.1,1478.1,1498.5,2.69185014801026,994705.9259434914
55,2000-03-21,SPM00 index,1507.5,1507.5,1528.1,2.69185014801026,1014491.0245313668
56,2000-03-22,SPM00 index,1517.5,1517.5,1538.5,2.69185014801026,1021220.6499013924
57,2000-03-23,SPM00 index,1544.0,1544.0,1565.6,2.69185014801026,1039054.1571319604
58,2000-03-24,SPM00 index,1555.4,1555.4,1577.2,2.69185014801026,1046725.9300537896
59,2000-03-27,SPM00 index,1538.5,1538.5,1560.3,2.69185014801026,1035352.8631784463
60,2000-03-28,SPM00 index,1530.2,1530.2,1551.9,2.69185014801026,1029767.274121325
61,2000-03-29,SPM00 index,1530.5,1530.5,1552.3,2.69185014801026,1029969.1628824257
62,2000-03-30,SPM00 index,1504.3,1504.3,1525.6,2.69185014801026,1012337.5444129586
63,2000-03-31,SPM00 index,1515.3,1515.3,1536.6,2.69185014801026,1019740.1323199867
64,2000-04-03,SPM00 index,1528.2,1528.2,1549.5,2.69185014801026,1028421.3490473198
65,2000-04-04,SPM00 index,1519.5,1519.5,1540.5,2.69185014801026,1022566.5749753976
66,2000-04-05,SPM00 index,1505.5,1505.5,1526.5,2.69185014801026,1013145.0994573616
67,2000-04-06,SPM00 index,1516.5,1516.5,1537.9,2.69185014801026,1020547.6873643899
68,2000-04-07,SPM00 index,1529.0,1529.0,1550.4,2.69185014801026,1028959.7190769218
69,2000-04-10,SPM00 index,1521.5,1521.5,1542.8,2.69185014801026,1023912.5000494026
70,2000-04-11,SPM00 index,1519.0,1519.0,1540.1,2.69185014801026,1022230.0937068963
71,2000-04-12,SPM00 index,1476.7,1476.7,1497.2,2.69185014801026,993763.7783916878
72,2000-04-13,SPM00 index,1456.0,1456.0,1476.3,2.69185014801026,979833.4538757347
73,2000-04-14,SPM00 index,1367.5,1367.5,1386.0,2.69185014801026,920276.2693510078
74,2000-04-17,SPM00 index,1412.7,1412.7,1432.2,2.69185014801026,950694.1760235236
75,2000-04-18,SPM00 index,1452.7,1452.7,1472.7,2.69185014801026,977612.6775036263
76,2000-04-19,SPM00 index,1440.3,1440.3,1460.1,2.69185014801026,969267.9420447943
77,2000-04-20,SPM00 index,1447.2,1447.2,1467.2,2.69185014801026,973911.3835501121
78,2000-04-24,SPM00 index,1437.0,1437.0,1457.0,2.69185014801026,967047.165672686
79,2000-04-25,SPM00 index,1489.2,1489.2,1510.0,2.69185014801026,1002175.8101042198
80,2000-04-26,SPM00 index,1475.5,1475.5,1496.3,2.69185014801026,992956.2233472847
81,2000-04-27,SPM00 index,1467.3,1467.3,1488.3,2.69185014801026,987437.9305438637
82,2000-04-28,SPM00 index,1460.0,1460.0,1481.5,2.69185014801026,982525.304023745
83,2000-05-01,SPM00 index,1476.9,1476.9,1498.4,2.69185014801026,993898.3708990883
84,2000-05-02,SPM00 index,1450.5,1450.5,1471.5,2.69185014801026,976132.1599222206
85,2000-05-03,SPM00 index,1422.5,1422.5,1443.0,2.69185014801026,957289.2088861488
86,2000-05-04,SPM00 index,1423.2,1423.2,1444.0,2.69185014801026,957760.2826620506
87,2000-05-05,SPM00 index,1439.0,1439.0,1460.0,2.69185014801026,968393.0907466911
88,2000-05-08,SPM00 index,1430.0,1430.0,1451.0,2.69185014801026,962336.427913668
89,2000-05-09,SPM00 index,1419.8,1419.8,1440.8,2.69185014801026,955472.2100362418
90,2000-05-10,SPM00 index,1387.8,1387.8,1408.5,2.69185014801026,933937.4088521597
91,2000-05-11,SPM00 index,1415.0,1415.0,1435.8,2.69185014801026,952241.9898586295
92,2000-05-12,SPM00 index,1430.7,1430.7,1451.7,2.69185014801026,962807.5016895698
93,2000-05-15,SPM00 index,1457.7,1457.7,1479.2,2.69185014801026,980977.490188639
94,2000-05-16,SPM00 index,1471.7,1471.7,1493.4,2.69185014801026,990398.965706675
95,2000-05-17,SPM00 index,1456.7,1456.7,1478.4,2.69185014801026,980304.5276516365
96,2000-05-18,SPM00 index,1442.0,1442.0,1463.7,2.69185014801026,970411.9783576988
97,2000-05-19,SPM00 index,1415.0,1415.0,1436.2,2.69185014801026,952241.9898586295
98,2000-05-22,SPM00 index,1403.8,1403.8,1424.7,2.69185014801026,944704.8094442008
99,2000-05-23,SPM00 index,1382.6,1382.6,1403.3,2.69185014801026,930438.0036597463
100,2000-05-24,SPM00 index,1401.7,1401.7,1422.6,2.69185014801026,943291.5881164954
101,2000-05-25,SPM00 index,1389.0,1389.0,1409.8,2.69185014801026,934744.9638965628
102,2000-05-26,SPM00 index,1381.3,1381.3,1402.1,2.69185014801026,929563.152361643
103,2000-05-29,SPM00 index,1387.7,1387.7,1402.1,2.69185014801026,933870.1125984595
104,2000-05-30,SPM00 index,1427.2,1427.2,1448.5,2.69185014801026,960452.1328100607
105,2000-05-31,SPM00 index,1422.2,1422.2,1443.8,2.69185014801026,957087.320125048
106,2000-06-01,SPM00 index,1451.5,1451.5,1473.4,2.69185014801026,976805.1224592231
107,2000-06-02,SPM00 index,1476.0,1476.0,1498.2,2.69185014801026,993292.704615786
108,2000-06-05,SPM00 index,1470.5,1470.5,1492.7,2.69185014801026,989591.4106622719
109,2000-06-06,SPM00 index,1463.0,1463.0,1485.1,2.69185014801026,984544.1916347527
110,2000-06-07,SPM00 index,1472.0,1472.0,1494.3,2.69185014801026,990600.8544677758
111,2000-06-08,SPM00 index,1466.6,1466.6,1489.0,2.69185014801026,986966.8567679618
112,2000-06-09,SPM00 index,1462.1,1462.1,1484.5,2.69185014801026,983938.5253514503
113,2000-06-12,SPM00 index,1446.7,1446.7,1469.0,2.69185014801026,973574.9022816109
114,2000-06-13,SPM00 index,1471.9,1494.5,1494.5,2.69185014801026,990533.5582140756
115,2000-06-14,SPU00 index,1498.0,1498.0,1521.4,2.6511436820717984,992853.3089358886
116,2000-06-15,SPU00 index,1497.5,1497.5,1520.9,2.6511436820717984,992521.9159756296
117,2000-06-16,SPU00 index,1488.0,1488.0,1511.0,2.6511436820717984,986225.449730709
118,2000-06-19,SPU00 index,1504.5,1504.5,1528.0,2.6511436820717984,997161.4174192551
119,2000-06-20,SPU00 index,1499.0,1499.0,1522.3,2.6511436820717984,993516.0948564064
120,2000-06-21,SPU00 index,1498.6,1498.6,1521.9,2.6511436820717984,993250.9804881992
121,2000-06-22,SPU00 index,1476.3,1476.3,1499.3,2.6511436820717984,978470.854460649
122,2000-06-23,SPU00 index,1463.5,1463.5,1486.5,2.6511436820717984,969987.1946780193
123,2000-06-26,SPU00 index,1479.0,1479.0,1502.0,2.6511436820717984,980260.3764460474
124,2000-06-27,SPU00 index,1471.0,1471.0,1493.8,2.6511436820717984,974958.0890819038
125,2000-06-28,SPU00 index,1471.2,1471.2,1494.1,2.6511436820717984,975090.6462660076
126,2000-06-29,SPU00 index,1458.0,1458.0,1480.6,2.6511436820717984,966341.8721151706
127,2000-06-30,SPU00 index,1468.1,1468.1,1490.7,2.6511436820717984,973036.0099124017
128,2000-07-03,SPU00 index,1490.5,1490.5,1513.1,2.6511436820717984,987882.4145320038
129,2000-07-04,SPU00 index,1486.5,1486.5,1513.1,2.6511436820717984,985231.2708499321
130,2000-07-05,SPU00 index,1463.3,1463.3,1485.7,2.6511436820717984,969854.6374939156
131,2000-07-06,SPU00 index,1473.7,1473.7,1496.3,2.6511436820717984,976747.6110673024
132,2000-07-07,SPU00 index,1494.7,1494.7,1517.3,2.6511436820717984,990666.1153981793
133,2000-07-10,SPU00 index,1491.5,1491.5,1514.2,2.6511436820717984,988545.2004525218
134,2000-07-11,SPU00 index,1494.7,1494.7,1517.3,2.6511436820717984,990666.1153981793
135,2000-07-12,SPU00 index,1505.7,1505.7,1528.5,2.6511436820717984,997956.7605238768
136,2000-07-13,SPU00 index,1509.5,1509.5,1532.5,2.6511436820717984,1000475.3470218448
137,2000-07-14,SPU00 index,1524.0,1524.0,1547.2,2.6511436820717984,1010085.7428693551
138,2000-07-17,SPU00 index,1522.0,1522.0,1545.1,2.6511436820717984,1008760.1710283193
139,2000-07-18,SPU00 index,1511.5,1511.5,1534.4,2.6511436820717984,1001800.9188628809
140,2000-07-19,SPU00 index,1500.3,1500.3,1523.0,2.6511436820717984,994377.7165530798
141,2000-07-20,SPU00 index,1516.2,1516.2,1538.9,2.6511436820717984,1004916.0126893152
142,2000-07-21,SPU00 index,1489.5,1489.5,1512.1,2.6511436820717984,987219.6286114859
143,2000-07-24,SPU00 index,1481.4,1481.4,1503.8,2.6511436820717984,981851.0626552906
144,2000-07-25,SPU00 index,1484.5,1484.5,1507.0,2.6511436820717984,983905.6990088961
145,2000-07-26,SPU00 index,1469.0,1469.0,1491.3,2.6511436820717984,973632.517240868
146,2000-07-27,SPU00 index,1463.7,1463.7,1486.0,2.6511436820717984,970119.7518621228
147,2000-07-28,SPU00 index,1432.0,1432.0,1454.0,2.6511436820717984,949109.4381817038
148,2000-07-31,SPU00 index,1438.9,1438.9,1460.9,2.6511436820717984,953682.6610332777
149,2000-08-01,SPU00 index,1447.5,1447.5,1469.5,2.6511436820717984,959382.6199497321
150,2000-08-02,SPU00 index,1452.5,1452.5,1474.6,2.6511436820717984,962696.5495523218
151,2000-08-03,SPU00 index,1461.5,1461.5,1483.5,2.6511436820717984,968661.6228369834
152,2000-08-04,SPU00 index,1471.7,1471.7,1493.7,2.6511436820717984,975422.0392262664
153,2000-08-07,SPU00 index,1486.2,1486.2,1508.6,2.6511436820717984,985032.4350737768
154,2000-08-08,SPU00 index,1491.7,1491.7,1514.0,2.6511436820717984,988677.7576366254
155,2000-08-09,SPU00 index,1481.0,1481.0,1503.3,2.6511436820717984,981585.9482870834
156,2000-08-10,SPU00 index,1474.3,1474.3,1496.4,2.6511436820717984,977145.2826196131
157,2000-08-11,SPU00 index,1478.5,1478.5,1500.6,2.6511436820717984,979928.9834857886
158,2000-08-14,SPU00 index,1498.1,1498.1,1520.6,2.6511436820717984,992919.5875279403
159,2000-08-15,SPU00 index,1494.8,1494.8,1517.2,2.6511436820717984,990732.393990231
160,2000-08-16,SPU00 index,1491.5,1491.5,1513.7,2.6511436820717984,988545.2004525218
161,2000-08-17,SPU00 index,1503.6,1503.6,1526.0,2.6511436820717984,996564.910090789
162,2000-08-18,SPU00 index,1500.8,1500.8,1523.2,2.6511436820717984,994709.1095133388
163,2000-08-21,SPU00 index,1506.8,1506.8,1529.2,2.6511436820717984,998685.8250364464
164,2000-08-22,SPU00 index,1507.5,1507.5,1529.9,2.6511436820717984,999149.775180809
165,2000-08-23,SPU00 index,1510.2,1510.2,1532.6,2.6511436820717984,1000939.2971662076
166,2000-08-24,SPU00 index,1515.2,1515.2,1537.6,2.6511436820717984,1004253.2267687973
167,2000-08-25,SPU00 index,1513.6,1513.6,1536.0,2.6511436820717984,1003192.7692959685
168,2000-08-28,SPU00 index,1518.8,1518.8,1541.4,2.6511436820717984,1006639.2560826619
169,2000-08-29,SPU00 index,1518.3,1518.3,1540.9,2.6511436820717984,1006307.8631224028
170,2000-08-30,SPU00 index,1503.6,1503.6,1526.2,2.6511436820717984,996564.910090789
171,2000-08-31,SPU00 index,1521.2,1521.2,1544.1,2.6511436820717984,1008229.9422919049
172,2000-09-01,SPU00 index,1523.3,1523.3,1546.2,2.6511436820717984,1009621.7927249926
173,2000-09-04,SPU00 index,1526.8,1526.8,1546.2,2.6511436820717984,1011941.5434468054
174,2000-09-05,SPU00 index,1512.3,1512.3,1535.0,2.6511436820717984,1002331.1475992951
175,2000-09-06,SPU00 index,1494.0,1494.0,1516.6,2.6511436820717984,990202.1652538168
176,2000-09-07,SPU00 index,1506.4,1506.4,1529.0,2.6511436820717984,998420.7106682394
177,2000-09-08,SPU00 index,1496.6,1496.6,1519.0,2.6511436820717984,991925.4086471633
178,2000-09-11,SPU00 index,1491.8,1491.8,1514.0,2.6511436820717984,988744.0362286771
179,2000-09-12,SPU00 index,1481.9,1481.9,1504.0,2.6511436820717984,982182.4556155496
180,2000-09-13,SPU00 index,1485.4,1507.5,1507.5,2.6511436820717984,984502.2063373624
181,2000-09-14,SPZ00 index,1502.8,1502.8,1525.4,2.612277827760829,981432.7798897434
182,2000-09-15,SPZ00 index,1483.5,1483.5,1505.7,2.612277827760829,968828.5393707975
183,2000-09-18,SPZ00 index,1467.3,1467.3,1489.1,2.612277827760829,958248.814168366
184,2000-09-19,SPZ00 index,1478.5,1478.5,1500.5,2.612277827760829,965563.1920860964
185,2000-09-20,SPZ00 index,1469.0,1469.0,1491.0,2.612277827760829,959359.0322451645
186,2000-09-21,SPZ00 index,1469.5,1469.5,1491.5,2.612277827760829,959685.5669736345
187,2000-09-22,SPZ00 index,1468.5,1468.5,1490.3,2.612277827760829,959032.4975166944
188,2000-09-25,SPZ00 index,1461.0,1461.0,1482.9,2.612277827760829,954134.4765896428
189,2000-09-26,SPZ00 index,1443.0,1443.0,1464.5,2.612277827760829,942379.226364719
190,2000-09-27,SPZ00 index,1447.0,1447.0,1468.5,2.612277827760829,944991.5041924799
191,2000-09-28,SPZ00 index,1476.0,1476.0,1498.0,2.612277827760829,963930.5184437459
192,2000-09-29,SPZ00 index,1453.7,1453.7,1475.5,2.612277827760829,949367.0695539792
193,2000-10-02,SPZ00 index,1456.2,1456.2,1477.8,2.612277827760829,950999.7431963299
194,2000-10-03,SPZ00 index,1441.5,1441.5,1463.1,2.612277827760829,941399.6221793087
195,2000-10-04,SPZ00 index,1450.2,1450.2,1471.8,2.612277827760829,947081.3264546886
196,2000-10-05,SPZ00 index,1456.0,1456.0,1477.6,2.612277827760829,950869.1293049417
197,2000-10-06,SPZ00 index,1426.8,1426.8,1447.8,2.612277827760829,931799.5011622877
198,2000-10-09,SPZ00 index,1416.5,1416.5,1437.5,2.612277827760829,925072.8857558036
199,2000-10-10,SPZ00 index,1391.0,1391.0,1411.6,2.612277827760829,908419.6146038282
200,2000-10-11,SPZ00 index,1378.8,1378.8,1399.1,2.612277827760829,900452.1672291576
201,2000-10-12,SPZ00 index,1344.5,1344.5,1364.0,2.612277827760829,878051.8848561086
202,2000-10-13,SPZ00 index,1385.5,1385.5,1405.8,2.612277827760829,904827.7325906571
203,2000-10-16,SPZ00 index,1391.5,1391.5,1411.9,2.612277827760829,908746.1493322984
204,2000-10-17,SPZ00 index,1359.8,1359.8,1379.7,2.612277827760829,888043.8475472938
205,2000-10-18,SPZ00 index,1352.8,1352.8,1372.4,2.612277827760829,883472.3613487124
206,2000-10-19,SPZ00 index,1401.1,1401.1,1421.4,2.612277827760829,915015.6161189243
207,2000-10-20,SPZ00 index,1411.0,1411.0,1431.6,2.612277827760829,921481.0037426325
208,2000-10-23,SPZ00 index,1417.2,1417.2,1437.6,2.612277827760829,925530.0343756616
209,2000-10-24,SPZ00 index,1403.0,1403.0,1423.5,2.612277827760829,916256.4480871108
210,2000-10-25,SPZ00 index,1374.0,1374.0,1394.0,2.612277827760829,897317.4338358447
211,2000-10-26,SPZ00 index,1371.3,1371.3,1391.3,2.612277827760829,895554.1463021061
212,2000-10-27,SPZ00 index,1401.0,1401.0,1421.3,2.612277827760829,914950.3091732304
213,2000-10-30,SPZ00 index,1411.2,1411.2,1432.0,2.612277827760829,921611.6176340205
214,2000-10-31,SPZ00 index,1440.2,1440.2,1461.5,2.612277827760829,940550.6318852865
215,2000-11-01,SPZ00 index,1432.0,1432.0,1453.0,2.612277827760829,935195.4623383767
216,2000-11-02,SPZ00 index,1435.0,1435.0,1456.1,2.612277827760829,937154.6707091974
217,2000-11-03,SPZ00 index,1436.2,1436.2,1457.3,2.612277827760829,937938.3540575256
218,2000-11-06,SPZ00 index,1446.5,1446.5,1467.7,2.612277827760829,944664.9694640097
219,2000-11-07,SPZ00 index,1444.0,1444.0,1465.3,2.612277827760829,943032.2958216592
220,2000-11-08,SPZ00 index,1413.3,1413.3,1434.4,2.612277827760829,922983.0634935949
221,2000-11-09,SPZ00 index,1403.3,1403.3,1424.1,2.612277827760829,916452.3689241929
222,2000-11-10,SPZ00 index,1372.5,1372.5,1392.9,2.612277827760829,896337.8296504344
223,2000-11-13,SPZ00 index,1358.8,1358.8,1379.0,2.612277827760829,887390.7780903536
224,2000-11-14,SPZ00 index,1394.5,1394.5,1415.2,2.612277827760829,910705.357703119
225,2000-11-15,SPZ00 index,1397.5,1397.5,1418.2,2.612277827760829,912664.5660739396
226,2000-11-16,SPZ00 index,1379.3,1379.3,1399.8,2.612277827760829,900778.7019576279
227,2000-11-17,SPZ00 index,1370.5,1370.5,1390.8,2.612277827760829,895031.690736554
228,2000-11-20,SPZ00 index,1347.0,1347.0,1367.0,2.612277827760829,879684.5584984592
229,2000-11-21,SPZ00 index,1355.7,1355.7,1375.8,2.612277827760829,885366.2627738391
230,2000-11-22,SPZ00 index,1323.0,1323.0,1342.7,2.612277827760829,864010.8915318942
231,2000-11-23,SPZ00 index,1331.0,1331.0,1342.7,2.612277827760829,869235.4471874158
232,2000-11-24,SPZ00 index,1346.6,1346.6,1366.6,2.612277827760829,879423.330715683
233,2000-11-27,SPZ00 index,1358.8,1358.8,1379.0,2.612277827760829,887390.7780903536
234,2000-11-28,SPZ00 index,1338.5,1338.5,1358.6,2.612277827760829,874133.4681144675
235,2000-11-29,SPZ00 index,1335.3,1335.3,1355.3,2.612277827760829,872043.6458522587
236,2000-11-30,SPZ00 index,1321.5,1321.5,1341.2,2.612277827760829,863031.2873464839
237,2000-12-01,SPZ00 index,1320.5,1320.5,1340.0,2.612277827760829,862378.2178895436
238,2000-12-04,SPZ00 index,1330.5,1330.5,1350.2,2.612277827760829,868908.9124589456
239,2000-12-05,SPZ00 index,1374.2,1374.2,1394.6,2.612277827760829,897448.0477272328
240,2000-12-06,SPZ00 index,1354.0,1354.0,1374.0,2.612277827760829,884256.0446970406
241,2000-12-07,SPZ00 index,1336.7,1336.7,1356.5,2.612277827760829,872957.9430919751
242,2000-12-08,SPZ00 index,1337.7,1337.7,1357.5,2.612277827760829,873611.0125489152
243,2000-12-11,SPZ00 index,1382.5,1382.5,1403.0,2.612277827760829,902868.5242198366
244,2000-12-12,SPZ00 index,1378.9,1399.3,1399.3,2.612277827760829,900517.4741748518
245,2000-12-13,SPH01 index,1377.8,1377.8,1396.8,2.574194166154082,886681.1805317735
246,2000-12-14,SPH01 index,1358.0,1358.0,1377.0,2.574194166154082,873938.9194093108
247,2000-12-15,SPH01 index,1326.0,1326.0,1344.5,2.574194166154082,853345.3660800782
248,2000-12-18,SPH01 index,1346.5,1346.5,1364.8,2.574194166154082,866538.1111816178
249,2000-12-19,SPH01 index,1318.0,1318.0,1336.1,2.574194166154082,848196.97774777
250,2000-12-20,SPH01 index,1279.6,1279.6,1296.6,2.574194166154082,823484.7137526907
251,2000-12-21,SPH01 index,1288.0,1288.0,1305.1,2.574194166154082,828890.5215016144
252,2000-12-22,SPH01 index,1326.7,1326.7,1344.2,2.574194166154082,853795.8500591551
253,2000-12-26,SPH01 index,1336.9,1336.9,1354.6,2.574194166154082,860360.0451828481
254,2000-12-27,SPH01 index,1350.5,1350.5,1368.5,2.574194166154082,869112.3053477718
255,2000-12-28,SPH01 index,1353.2,1353.2,1371.2,2.574194166154082,870849.886409926
256,2000-12-29,SPH01 index,1335.0,1335.0,1352.7,2.574194166154082,859137.3029539249
257,2001-01-02,SPH01 index,1299.8,1299.8,1316.6,2.574194166154082,836484.3942917689
258,2001-01-03,SPH01 index,1359.2,1359.2,1376.2,2.574194166154082,874711.1776591571
259,2001-01-04,SPH01 index,1348.3,1348.3,1364.3,2.574194166154082,867696.4985563871
260,2001-01-05,SPH01 index,1304.5,1304.5,1319.4,2.574194166154082,839509.072437
261,2001-01-08,SPH01 index,1309.5,1309.5,1324.2,2.574194166154082,842726.8151446925
262,2001-01-09,SPH01 index,1309.5,1309.5,1324.3,2.574194166154082,842726.8151446925
263,2001-01-10,SPH01 index,1327.0,1327.0,1342.3,2.574194166154082,853988.9146216167
264,2001-01-11,SPH01 index,1334.5,1334.5,1350.0,2.574194166154082,858815.5286831555
265,2001-01-12,SPH01 index,1330.3,1330.3,1345.9,2.574194166154082,856112.6248086938
266,2001-01-15,SPH01 index,1331.7,1331.7,1345.9,2.574194166154082,857013.5927668477
267,2001-01-16,SPH01 index,1335.5,1335.5,1351.2,2.574194166154082,859459.0772246941
268,2001-01-17,SPH01 index,1341.7,1341.7,1357.4,2.574194166154082,863449.0781822329
269,2001-01-18,SPH01 index,1356.0,1356.0,1371.7,2.574194166154082,872651.8223262337
270,2001-01-19,SPH01 index,1348.5,1348.5,1364.0,2.574194166154082,867825.2082646949
271,2001-01-22,SPH01 index,1358.5,1358.5,1374.0,2.574194166154082,874260.6936800801
272,2001-01-23,SPH01 index,1366.0,1366.0,1381.7,2.574194166154082,879087.307741619
273,2001-01-24,SPH01 index,1370.2,1370.2,1386.1,2.574194166154082,881790.2116160808
274,2001-01-25,SPH01 index,1364.5,1364.5,1380.4,2.574194166154082,878121.9849293112
275,2001-01-26,SPH01 index,1363.3,1363.3,1379.0,2.574194166154082,877349.726679465
276,2001-01-29,SPH01 index,1370.0,1370.0,1385.7,2.574194166154082,881661.5019077731
277,2001-01-30,SPH01 index,1382.0,1382.0,1397.5,2.574194166154082,889384.0844062353
278,2001-01-31,SPH01 index,1372.9,1372.9,1388.3,2.574194166154082,883527.7926782349
279,2001-02-01,SPH01 index,1382.5,1382.5,1397.9,2.574194166154082,889705.8586770046
280,2001-02-02,SPH01 index,1353.3,1353.3,1368.3,2.574194166154082,870914.2412640797
281,2001-02-05,SPH01 index,1362.0,1362.0,1377.2,2.574194166154082,876513.1135754649
282,2001-02-06,SPH01 index,1356.3,1356.3,1371.5,2.574194166154082,872844.8868886953
283,2001-02-07,SPH01 index,1349.5,1349.5,1364.5,2.574194166154082,868468.7568062334
284,2001-02-08,SPH01 index,1335.0,1335.0,1349.8,2.574194166154082,859137.3029539249
285,2001-02-09,SPH01 index,1321.5,1321.5,1335.9,2.574194166154082,850449.3976431548
286,2001-02-12,SPH01 index,1333.5,1333.5,1348.1,2.574194166154082,858171.980141617
287,2001-02-13,SPH01 index,1326.1,1326.1,1340.6,2.574194166154082,853409.7209342319
288,2001-02-14,SPH01 index,1319.8,1319.8,1334.4,2.574194166154082,849355.3651225393
289,2001-02-15,SPH01 index,1333.1,1333.1,1347.9,2.574194166154082,857914.5607250016
290,2001-02-16,SPH01 index,1305.5,1305.5,1319.9,2.574194166154082,840152.6209785385
291,2001-02-19,SPH01 index,1305.4,1305.4,1319.9,2.574194166154082,840088.2661243847
292,2001-02-20,SPH01 index,1285.3,1285.3,1299.4,2.574194166154082,827152.9404394604
293,2001-02-21,SPH01 index,1256.5,1256.5,1270.1,2.574194166154082,808618.742443151
